id;starttime;endtime;description;type;subtype;street;polyline;direction
20240617T083355_4867_1770;2024-06-17T08:33:55+02:00;2025-12-31T18:00:00+02:00;Maitre d'ouvrage S.A.G.P.  Aménagement de voirie, travaux en multi phases;CONSTRUCTION;;Bd_de_Reuilly;48.8391937649649037 2.3921823994630618 48.8393580669782423 2.3942918696975473;ONE_DIRECTION
20241003T082352_32_357;2024-10-03T08:23:52+02:00;2030-01-03T16:21:00+02:00;Concorde_Est Interdiction vehicules à moteur sauf bus, taxi, sécours;ROAD_CLOSED;ROAD_CLOSED_EVENT;Rivoli;48.8604448421113489 2.3423106121012647 48.8609140900497323 2.3408548304014047;ONE_DIRECTION
20250516T205803_5785_3215;2025-05-16T20:58:03+02:00;2025-07-30T18:00:00+02:00;Travaux:Maitre d'ouvrage:Mission vélo/Objet:Réaménagement de secteur/circulation restreinte;CONSTRUCTION;;Bd_des_Invalides;48.8468845712728665 2.3167094142823572 48.8482628592805739 2.3159016878051197;ONE_DIRECTION
20241003T082352_281_232;2024-10-03T08:23:52+02:00;2030-01-03T16:21:00+02:00;Concorde_Est Interdiction vehicules à moteur sauf bus, taxi, sécours;ROAD_CLOSED;ROAD_CLOSED_EVENT;Rivoli;48.8643927447054551 2.3300736682310164 48.8653312350356686 2.3272589906352534;ONE_DIRECTION
20250527T213126_1020_194;2025-05-27T21:31:26+02:00;2025-05-28T06:00:00+02:00;AI_Chatillon;ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;SI_Ivry;48.8206303888260251 2.3760541407969678 48.8197604285088431 2.3729146523579154;ONE_DIRECTION
20250527T213126_5187_1623;2025-05-27T21:31:26+02:00;2025-05-28T06:00:00+02:00;AI_Chatillon;ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;PI_Lafenestre;48.8231445671306474 2.3120987813253797 48.8247605062208265 2.3047525619133653;ONE_DIRECTION
20250527T213126_5202_340;2025-05-27T21:31:26+02:00;2025-05-28T06:00:00+02:00;AI_Chatillon;ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;PI_Louis_Vicat;48.8260427547334217 2.2990199920357761 48.8266427801145255 2.2962931833101288;ONE_DIRECTION
20201110T102206_1413_281;2020-11-10T10:22:06+02:00;2050-06-14T17:00:00+02:00;Interdiction de circuler aux véhicules à moteur (sauf bus, taxis et livraisons);ROAD_CLOSED;ROAD_CLOSED_EVENT;Av_Gambetta;48.8697469152808850 2.4025674826905021 48.8683707172224899 2.4013944321609242;ONE_DIRECTION
20201110T102206_1415_2540;2020-11-10T10:22:06+02:00;2050-06-14T17:00:00+02:00;Interdiction de circuler aux véhicules à moteur (sauf bus, taxis et livraisons);ROAD_CLOSED;ROAD_CLOSED_EVENT;Av_Gambetta;48.8716962519072524 2.4043252103199260 48.8697469152808850 2.4025674826905021;ONE_DIRECTION
20241003T082352_30_3686;2024-10-03T08:23:52+02:00;2030-01-03T16:21:00+02:00;Concorde_Est Interdiction vehicules à moteur sauf bus, taxi, sécours;ROAD_CLOSED;ROAD_CLOSED_EVENT;Rivoli;48.8596349548353999 2.3448214172967252 48.8599242487681593 2.3439087680977191;ONE_DIRECTION
20241003T082352_375_235;2024-10-03T08:23:52+02:00;2030-01-03T16:21:00+02:00;Concorde_Est Interdiction vehicules à moteur sauf bus, taxi, sécours;ROAD_CLOSED;ROAD_CLOSED_EVENT;St_Antoine;48.8533832221277962 2.3676529252188785 48.8535182436284714 2.3665293761035024 48.8539396055919610 2.3647612444729278;ONE_DIRECTION
20240826T174434_4878_522;2024-08-26T17:44:34+02:00;2025-08-29T18:00:00+02:00;Fayolle - Place Félix Eboué. Aménagement de voirie.;CONSTRUCTION;;Pl_Felix_Eboue;48.8396571812658564 2.3964386495761274 48.8397524244466581 2.3963122798262861 48.8399246740862552 2.3954315882157875;ONE_DIRECTION
20250527T213126_5463_649;2025-05-27T21:31:26+02:00;2025-05-28T06:00:00+02:00;AI_Chatillon;ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;AI_Reuilly;48.8321696492133341 2.4038113240571257 48.8316767793220521 2.4034056907278281;ONE_DIRECTION
20241003T082352_25_1062;2024-10-03T08:23:52+02:00;2030-01-03T16:21:00+02:00;Concorde_Est Interdiction vehicules à moteur sauf bus, taxi, sécours;ROAD_CLOSED;ROAD_CLOSED_EVENT;Rivoli;48.8575349514073665 2.3514130212603082 48.8580826343978813 2.3495301566806641;ONE_DIRECTION
20250526T101351_346_2963;2025-05-26T10:13:51+02:00;2025-05-28T08:00:00+02:00;Manifestation des Taxis;ROAD_CLOSED;ROAD_CLOSED_EVENT;Bd_Raspail;48.8517314122085153 2.3265791502690654 48.8513571036419734 2.3266917440138428;ONE_DIRECTION
20241003T082352_176_122;2024-10-03T08:23:52+02:00;2030-01-03T16:21:00+02:00;Concorde_Est Interdiction vehicules à moteur sauf bus, taxi, sécours;ROAD_CLOSED;ROAD_CLOSED_EVENT;Rivoli;48.8591196110789880 2.3464186665443791 48.8593667042748976 2.3456528431755985;ONE_DIRECTION
20241003T082352_233_2363;2024-10-03T08:23:52+02:00;2030-01-03T16:21:00+02:00;Concorde_Est Interdiction vehicules à moteur sauf bus, taxi, sécours;ROAD_CLOSED;ROAD_CLOSED_EVENT;Concorde_Est;48.8653529177397274 2.3215726526650053 48.8654782321331567 2.3218581856339147 48.8659898817757892 2.3222062930148191 48.8660113523959225 2.3227501958170338 48.8661975689311134 2.3232395171558040 48.8664313043376310 2.3234709497407819;ONE_DIRECTION
20250527T213126_5492_3576;2025-05-27T21:31:26+02:00;2025-05-28T06:00:00+02:00;AI_Chatillon;ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;SI_A4_bretelle_2;48.8277216187745253 2.3928318558404720 48.8277902364065497 2.3922608512738321 48.8277953460592116 2.3916614220811439 48.8277483883920809 2.3912510709633521 48.8276409544451937 2.3909835286585870 48.8274476620702984 2.3906799263877678 48.8272778775425635 2.3905861373203887 48.8270923370528038 2.3906037529868214 48.8269157178539999 2.3907695615129505 48.8261980080176770 2.3912336356961714 48.8260143469784538 2.3916188646280068 48.8255497238366729 2.3923373666997700;ONE_DIRECTION
20250527T213126_5312_2756;2025-05-27T21:31:26+02:00;2025-05-28T06:00:00+02:00;AI_Chatillon;ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;PI_Gentilly;48.8164416020330378 2.3464759420050219 48.8164167554752311 2.3455409674257730 48.8166242303398761 2.3418372568929762;ONE_DIRECTION
20250527T213126_5317_1290;2025-05-27T21:31:26+02:00;2025-05-28T06:00:00+02:00;AI_Chatillon;ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;PI_Orleans;48.8195213645606572 2.3283571585704648 48.8209043492026851 2.3219324724526973;ONE_DIRECTION
20250527T213126_5358_174;2025-05-27T21:31:26+02:00;2025-05-28T06:00:00+02:00;AI_Chatillon;ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;PI_A3;48.8665746169587081 2.4132178653782881 48.8646471959918358 2.4132519388078730 48.8634280558059686 2.4133831553742882;ONE_DIRECTION
20240617T083355_4821_3160;2024-06-17T08:33:55+02:00;2025-12-31T18:00:00+02:00;Maitre d'ouvrage S.A.G.P.  Aménagement de voirie, travaux en multi phases;CONSTRUCTION;;Av_Daumesnil;48.8398057767013327 2.3950967602499755 48.8403271480399113 2.3927878799449553;ONE_DIRECTION
20250527T213126_1178_2333;2025-05-27T21:31:26+02:00;2025-05-28T06:00:00+02:00;AI_Chatillon;ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;SI_Brancion;48.8247605062208265 2.3047525619133653 48.8251542200576338 2.3035300973325015 48.8254424080381568 2.3023465255632063;ONE_DIRECTION
20240329T161009_1454_1069;2024-03-29T16:10:09+02:00;2050-03-29T09:00:00+02:00;Belgrand;ROAD_CLOSED;ROAD_CLOSED_EVENT;Belgrand;48.8646466309063783 2.4041489084446028 48.8645043011397675 2.4080744444103361 48.8644721789945180 2.4085078347665672;ONE_DIRECTION
20241003T082352_29_2505;2024-10-03T08:23:52+02:00;2030-01-03T16:21:00+02:00;Concorde_Est Interdiction vehicules à moteur sauf bus, taxi, sécours;ROAD_CLOSED;ROAD_CLOSED_EVENT;Rivoli;48.8593667042748976 2.3456528431755985 48.8596349548353999 2.3448214172967252;ONE_DIRECTION
20250526T101351_344_1676;2025-05-26T10:13:51+02:00;2025-05-28T08:00:00+02:00;Manifestation des Taxis;ROAD_CLOSED;ROAD_CLOSED_EVENT;Bd_Raspail;48.8545064179381825 2.3257752072489732 48.8534203393447157 2.3260819873249576;ONE_DIRECTION
20250527T213126_982_38;2025-05-27T21:31:26+02:00;2025-05-28T06:00:00+02:00;AI_Chatillon;ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;Bercy_bretelle_16;48.8293578588580672 2.3902963954130896 48.8290631997672051 2.3905013526830570 48.8288312707741099 2.3906214722541841 48.8285948494205115 2.3906613010649500 48.8280961194450001 2.3904632254139604 48.8276753015874476 2.3903445694744527;ONE_DIRECTION
20250527T213126_5931_1841;2025-05-27T21:31:26+02:00;2025-05-28T06:00:00+02:00;AI_Chatillon;ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;SI_A6B_bretelle_1;48.8162807481049228 2.3635469345598157 48.8162358169714850 2.3625799118300677 48.8163684938960429 2.3606848160238791 48.8165743020190135 2.3579795384894444 48.8164930794330587 2.3572564938439675 48.8162419271674750 2.3566528875096595 48.8160116696858211 2.3563960197315916 48.8155775263725644 2.3561868580948886;ONE_DIRECTION
20241003T082352_4189_1478;2024-10-03T08:23:52+02:00;2030-01-03T16:21:00+02:00;Concorde_Est Interdiction vehicules à moteur sauf bus, taxi, sécours;ROAD_CLOSED;ROAD_CLOSED_EVENT;Rivoli;48.8631970496358079 2.3337122499579190 48.8637319223259254 2.3320446920555993;ONE_DIRECTION
20250405T200342_29_2505;2025-04-05T20:03:42+02:00;2025-06-30T17:00:00+02:00;Travaux Redveco France services Circulation restreinte.;CONSTRUCTION;;Rivoli;48.8593667042748976 2.3456528431755985 48.8596349548353999 2.3448214172967252;ONE_DIRECTION
20250405T200722_1323_3670;2025-04-05T20:07:22+02:00;2025-06-12T17:00:00+02:00;Travaux RTE entretien du réseau;CONSTRUCTION;;Av_Parmentier;48.8699956237413815 2.3711086640226249 48.8712815872865889 2.3701525610495180;ONE_DIRECTION
20241003T082352_280_2134;2024-10-03T08:23:52+02:00;2030-01-03T16:21:00+02:00;Concorde_Est Interdiction vehicules à moteur sauf bus, taxi, sécours;ROAD_CLOSED;ROAD_CLOSED_EVENT;Rivoli;48.8653312350356686 2.3272589906352534 48.8660550420156312 2.3250170913911492;ONE_DIRECTION
20210915T124732_1899_655;2021-09-15T12:47:32+02:00;2030-09-15T17:00:00+02:00;interdit au véhicules,sauf (le bus,taxi,vélo) date de fin indefini;ROAD_CLOSED;ROAD_CLOSED_EVENT;Av_de_St_Ouen;48.8940431642816122 2.3277028547496852 48.8930204235421755 2.3273499661421608;ONE_DIRECTION
20240826T174434_5713_2556;2024-08-26T17:44:34+02:00;2025-08-29T18:00:00+02:00;Fayolle - Place Félix Eboué. Aménagement de voirie.;CONSTRUCTION;;Av_Daumesnil;48.8392666208446116 2.3961171190403960 48.8390508980545519 2.3968029906156159 48.8383989829818361 2.3985490200456163;ONE_DIRECTION
20241003T082352_31_2520;2024-10-03T08:23:52+02:00;2030-01-03T16:21:00+02:00;Concorde_Est Interdiction vehicules à moteur sauf bus, taxi, sécours;ROAD_CLOSED;ROAD_CLOSED_EVENT;Rivoli;48.8600921719548964 2.3433932841591374 48.8604448421113489 2.3423106121012647;ONE_DIRECTION
20250527T213126_769_954;2025-05-27T21:31:26+02:00;2025-05-28T06:00:00+02:00;AI_Chatillon;ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;AI_Orleans;48.8206007565684175 2.3241459705174097 48.8209043492026851 2.3219324724526973;ONE_DIRECTION
20250527T213126_5341_3226;2025-05-27T21:31:26+02:00;2025-05-28T06:00:00+02:00;AI_Chatillon;ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;PI_Langle_Cary;48.8278445318062282 2.3937387491166744 48.8277216187745253 2.3928318558404720;ONE_DIRECTION
20250527T213126_5480_3258;2025-05-27T21:31:26+02:00;2025-05-28T06:00:00+02:00;AI_Chatillon;ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;SI_A3_bretelle_2;48.8665746169587081 2.4132178653782881 48.8658246155090836 2.4129045656506709 48.8652285492490677 2.4128123594887074 48.8646993908576235 2.4130532874361310 48.8645052015425563 2.4133679728322943 48.8643923880600468 2.4136670455080913 48.8643891627342555 2.4142517677347630 48.8646164099336104 2.4150042517273600 48.8648912259008910 2.4159001562882221 48.8651194973997391 2.4166121713475017 48.8652529393257566 2.4176569891621251;ONE_DIRECTION
20250516T205803_5784_1332;2025-05-16T20:58:03+02:00;2025-07-30T18:00:00+02:00;Travaux:Maitre d'ouvrage:Mission vélo/Objet:Réaménagement de secteur/circulation restreinte;CONSTRUCTION;;Bd_Montparnasse;48.8467585360015946 2.3165285904529731 48.8454580363493278 2.3190784349608546;ONE_DIRECTION
20250527T213126_1541_195;2025-05-27T21:31:26+02:00;2025-05-28T06:00:00+02:00;AI_Chatillon;ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;SI_Montreuil;48.8562058992383896 2.4139466924975097 48.8545653215399511 2.4134110563957472;ONE_DIRECTION
20250527T213126_5208_3539;2025-05-27T21:31:26+02:00;2025-05-28T06:00:00+02:00;AI_Chatillon;ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;PI_Parc_Expo_Ouest;48.8308072817853613 2.2848124587880321 48.8319336332424712 2.2819090731885749 48.8329038636144546 2.2795968705096339;ONE_DIRECTION
20240329T161009_1418_2811;2024-03-29T16:10:09+02:00;2050-03-29T09:00:00+02:00;Belgrand;ROAD_CLOSED;ROAD_CLOSED_EVENT;Belgrand;48.8648661170734044 2.3988440802984492 48.8647610210920789 2.4013849285854998;ONE_DIRECTION
20240826T174434_4770_774;2024-08-26T17:44:34+02:00;2025-08-29T18:00:00+02:00;Fayolle - Place Félix Eboué. Aménagement de voirie.;CONSTRUCTION;;Bd_de_Reuilly;48.8396813090056767 2.3977211885072740 48.8396571812658564 2.3964386495761274;ONE_DIRECTION
20241003T082352_21_1784;2024-10-03T08:23:52+02:00;2030-01-03T16:21:00+02:00;Concorde_Est Interdiction vehicules à moteur sauf bus, taxi, sécours;ROAD_CLOSED;ROAD_CLOSED_EVENT;Rivoli;48.8562970658354629 2.3565654101056279 48.8565347605150322 2.3555369116067708;ONE_DIRECTION
20241003T082352_35_1063;2024-10-03T08:23:52+02:00;2030-01-03T16:21:00+02:00;Concorde_Est Interdiction vehicules à moteur sauf bus, taxi, sécours;ROAD_CLOSED;ROAD_CLOSED_EVENT;Rivoli;48.8621582136371160 2.3369915823366560 48.8626781571862310 2.3353335923384280;ONE_DIRECTION
20250527T213126_973_399;2025-05-27T21:31:26+02:00;2025-05-28T06:00:00+02:00;AI_Chatillon;ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;SI_Quai_Ivry_bretelle_1;48.8258919371650677 2.3868473582624881 48.8260282975437931 2.3849990503687328;ONE_DIRECTION
20250527T213126_5334_2228;2025-05-27T21:31:26+02:00;2025-05-28T06:00:00+02:00;AI_Chatillon;ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;PI_Vincennes;48.8487758116494177 2.4147534874962693 48.8447332138803674 2.4139829795163501;ONE_DIRECTION
20250527T213126_5360_1426;2025-05-27T21:31:26+02:00;2025-05-28T06:00:00+02:00;AI_Chatillon;ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;PI_Louis_Lumiere;48.8613318599919211 2.4137771931936136 48.8605055653943268 2.4139045013537661 48.8593233911368046 2.4140685879910828 48.8583485616697999 2.4141266141301796 48.8562058992383896 2.4139466924975097;ONE_DIRECTION
20250526T101351_345_926;2025-05-26T10:13:51+02:00;2025-05-28T08:00:00+02:00;Manifestation des Taxis;ROAD_CLOSED;ROAD_CLOSED_EVENT;Bd_Raspail;48.8534107418061865 2.3263692233929261 48.8543408093096616 2.3261150299212336;ONE_DIRECTION
20250527T213126_5302_3135;2025-05-27T21:31:26+02:00;2025-05-28T06:00:00+02:00;AI_Chatillon;ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;PI_Italie;48.8161909103588414 2.3603618730716622 48.8164071723339603 2.3575262788891016 48.8165370733156507 2.3565568014738014;ONE_DIRECTION
20250526T101351_339_974;2025-05-26T10:13:51+02:00;2025-05-28T08:00:00+02:00;Manifestation des Taxis;ROAD_CLOSED;ROAD_CLOSED_EVENT;Bd_St_Germain;48.8566406713437758 2.3250596476701451 48.8563553305701106 2.3252951781008973 48.8561544993412227 2.3253835338578979 48.8557996539704362 2.3254528121098286;ONE_DIRECTION
20250526T101351_346_900;2025-05-26T10:13:51+02:00;2025-05-28T08:00:00+02:00;Manifestation des Taxis;ROAD_CLOSED;ROAD_CLOSED_EVENT;Bd_Raspail;48.8534203393447157 2.3260819873249576 48.8517314122085153 2.3265791502690654;ONE_DIRECTION
20250527T213126_827_398;2025-05-27T21:31:26+02:00;2025-05-28T06:00:00+02:00;AI_Chatillon;ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;SI_Italie_bretelle_2;48.8173970014515746 2.3663195084824897 48.8172016511035238 2.3654469573224493 48.8168787610694395 2.3645674685849429 48.8166776534508529 2.3643413402896400 48.8161986051651695 2.3640197582593019 48.8158775157467133 2.3623310118763832 48.8158787222383808 2.3617935368930683 48.8162703153721296 2.3609536419482962 48.8163471493612633 2.3605246348692552;ONE_DIRECTION
20250527T213126_5355_2301;2025-05-27T21:31:26+02:00;2025-05-28T06:00:00+02:00;AI_Chatillon;ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;PI_Leon_Frapie;48.8756536111245907 2.4098995276140300 48.8751087905088326 2.4102705890933853 48.8723658437914992 2.4124537929110370;ONE_DIRECTION
20250527T213126_5508_1512;2025-05-27T21:31:26+02:00;2025-05-28T06:00:00+02:00;AI_Chatillon;ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;Bercy_bretelle_12;48.8276753015874476 2.3903445694744527 48.8274341447675155 2.3902547079534395;ONE_DIRECTION
20250527T213126_6112_188;2025-05-27T21:31:26+02:00;2025-05-28T06:00:00+02:00;AI_Chatillon;ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;Bercy_bretelle_1;48.8284252787736293 2.3919877396727895 48.8285284214885209 2.3914118824602539 48.8285594537575918 2.3910963905140417 48.8285212647440900 2.3908064172540908 48.8283604665259574 2.3904746147423590 48.8280763469376922 2.3901853947266449;ONE_DIRECTION
20240617T083355_4869_2773;2024-06-17T08:33:55+02:00;2025-12-31T18:00:00+02:00;Maitre d'ouvrage S.A.G.P.  Aménagement de voirie, travaux en multi phases;CONSTRUCTION;;Bd_de_Reuilly;48.8394672962685803 2.3942762534479076 48.8393058523850883 2.3921593881509695;ONE_DIRECTION
20241003T082352_372_2179;2024-10-03T08:23:52+02:00;2030-01-03T16:21:00+02:00;Concorde_Est Interdiction vehicules à moteur sauf bus, taxi, sécours;ROAD_CLOSED;ROAD_CLOSED_EVENT;St_Antoine;48.8551065589373579 2.3616887455298552 48.8554972796506775 2.3600634149766173;ONE_DIRECTION
20250318T080256_5567_962;2025-03-18T08:02:56+02:00;2025-09-30T18:00:00+02:00;Travaux:Description Emprise sur chantier sur chanusée/189 rue de Vaugirard/Réhabilitation d'immeublement.;ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;Vaugirard;48.8424500548963962 2.3110293616534570 48.8428564125554061 2.3123183569036030;ONE_DIRECTION
20250513T143222_1795_49;2025-05-13T14:32:22+02:00;2025-05-30T18:30:00+02:00;Travaux sur la bretelle (cam ppv 18201);ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;Bretelle_9_acces_Pte_Chapelle;48.9005425010515467 2.3579439028426821 48.9002390521119281 2.3584117166686194 48.8999225673824967 2.3587311798596473 48.8996134432419041 2.3589020573554960 48.8989694670443527 2.3590089897906226;ONE_DIRECTION
20250527T213126_5185_2231;2025-05-27T21:31:26+02:00;2025-05-28T06:00:00+02:00;AI_Chatillon;ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;PI_Montrouge;48.8209043492026851 2.3219324724526973 48.8221102750005826 2.3164427185302068;ONE_DIRECTION
20241003T082352_34_290;2024-10-03T08:23:52+02:00;2030-01-03T16:21:00+02:00;Concorde_Est Interdiction vehicules à moteur sauf bus, taxi, sécours;ROAD_CLOSED;ROAD_CLOSED_EVENT;Rivoli;48.8614986341360549 2.3390796944274990 48.8621582136371160 2.3369915823366560;ONE_DIRECTION
20250527T213126_5337_1427;2025-05-27T21:31:26+02:00;2025-05-28T06:00:00+02:00;AI_Chatillon;ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;PI_Doree;48.8356165537515849 2.4117618209569729 48.8348867112766740 2.4110161023362475 48.8341947822449285 2.4096890884801767 48.8335405816936756 2.4077437055284650;ONE_DIRECTION
20250527T213126_5356_3537;2025-05-27T21:31:26+02:00;2025-05-28T06:00:00+02:00;AI_Chatillon;ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;PI_Menilmontant;48.8723658437914992 2.4124537929110370 48.8713567949008834 2.4129970153627216 48.8703257619328326 2.4132188932610066 48.8686327264715672 2.4132132217576450;ONE_DIRECTION
20250527T213126_5478_2907;2025-05-27T21:31:26+02:00;2025-05-28T06:00:00+02:00;AI_Chatillon;ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;AI_A3_bretelle_7;48.8660048690582229 2.4159723360198422 48.8662164747732817 2.4146414548856536 48.8663309238517272 2.4140642127572356 48.8663292838148067 2.4134925145744099 48.8661709295225890 2.4128141011765627 48.8657854700930940 2.4124103284571756 48.8654180319144871 2.4123526402556115 48.8649700939013201 2.4125184621211218 48.8645473622750828 2.4128324010257978 48.8639781271392266 2.4131004669426557 48.8634280558059686 2.4133831553742882;ONE_DIRECTION
20250514T190833_504_1745;2025-05-14T19:08:33+02:00;2025-09-15T18:00:00+02:00;Travaux:Maitre d'ouvrage CPCU/Objet:Entretien du réseau/circulation restreinte/fermeture couloirs de bus(sauf vélo);CONSTRUCTION;;Bd_de_l'Hopital;48.8431565830151513 2.3642535712510120 48.8440257654659717 2.3649842368904674;ONE_DIRECTION
20250527T213126_932_1698;2025-05-27T21:31:26+02:00;2025-05-28T06:00:00+02:00;AI_Chatillon;ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;AI_St_Mande;48.8439747281650227 2.4134827432640540 48.8432332297950822 2.4134594761784829;ONE_DIRECTION
20250527T213126_935_401;2025-05-27T21:31:26+02:00;2025-05-28T06:00:00+02:00;AI_Chatillon;ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;SI_Vincennes;48.8487758116494177 2.4147534874962693 48.8471069748084901 2.4141658387156832;ONE_DIRECTION
20250527T213126_948_2990;2025-05-27T21:31:26+02:00;2025-05-28T06:00:00+02:00;AI_Chatillon;ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;SI_Doree;48.8356165537515849 2.4117618209569729 48.8349052248357722 2.4107267194512092 48.8344636086424657 2.4098854232918954;ONE_DIRECTION
20250527T213126_5357_1425;2025-05-27T21:31:26+02:00;2025-05-28T06:00:00+02:00;AI_Chatillon;ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;PI_Ibsen;48.8686327264715672 2.4132132217576450 48.8665746169587081 2.4132178653782881;ONE_DIRECTION
20250527T213126_6111_190;2025-05-27T21:31:26+02:00;2025-05-28T06:00:00+02:00;AI_Chatillon;ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;Bercy_bretelle_12;48.8271000881919264 2.3919516370207585 48.8273372327707165 2.3920539210093565 48.8276514182517687 2.3920626120870696 48.8278627011539115 2.3918933227786208 48.8279999258932236 2.3916013057587424 48.8280714686211823 2.3912297263146840 48.8280455263050470 2.3909426911255891 48.8279831250864760 2.3907055294060124;ONE_DIRECTION
20250527T213126_6113_1439;2025-05-27T21:31:26+02:00;2025-05-28T06:00:00+02:00;AI_Chatillon;ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;Bercy_bretelle_3;48.8284252787736293 2.3919877396727895 48.8292434518042526 2.3908226886044806 48.8293833065209384 2.3903537330866493;ONE_DIRECTION
20250516T205803_5783_2053;2025-05-16T20:58:03+02:00;2025-07-30T18:00:00+02:00;Travaux:Maitre d'ouvrage:Mission vélo/Objet:Réaménagement de secteur/circulation restreinte;CONSTRUCTION;;Bd_Montparnasse;48.8451582901161316 2.3201827213931034 48.8455409846035309 2.3192032733696593;ONE_DIRECTION
20250527T213126_1142_191;2025-05-27T21:31:26+02:00;2025-05-28T06:00:00+02:00;AI_Chatillon;ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;SI_Plaine;48.8260427547334217 2.2990199920357761 48.8264416250535191 2.2981634755098161 48.8271450007060679 2.2949779995978812 48.8273612020761334 2.2935909557773773 48.8275694788683410 2.2929362482852218;ONE_DIRECTION
20250527T213126_1452_2463;2025-05-27T21:31:26+02:00;2025-05-28T06:00:00+02:00;AI_Chatillon;ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;AI_Montreuil;48.8534976233827223 2.4136456279916931 48.8528628897052499 2.4141412479297260;ONE_DIRECTION
20201110T102206_1352_1223;2020-11-10T10:22:06+02:00;2050-06-14T17:00:00+02:00;Interdiction de circuler aux véhicules à moteur (sauf bus, taxis et livraisons);ROAD_CLOSED;ROAD_CLOSED_EVENT;Av_Gambetta;48.8683112793836543 2.4013475520610199 48.8665126433280861 2.3998165913775256;ONE_DIRECTION
20240826T174434_4772_3505;2024-08-26T17:44:34+02:00;2025-08-29T18:00:00+02:00;Fayolle - Place Félix Eboué. Aménagement de voirie.;CONSTRUCTION;;Bd_de_Reuilly;48.8395093069471642 2.3964383727273417 48.8395311945953878 2.3977368476558096;ONE_DIRECTION
20250527T213126_5210_635;2025-05-27T21:31:26+02:00;2025-05-28T06:00:00+02:00;AI_Chatillon;ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;PI_Sevres;48.8329038636144546 2.2795968705096339 48.8344031242312440 2.2759060151278185 48.8348877823628911 2.2744222636673475;ONE_DIRECTION
20241003T082352_279_1892;2024-10-03T08:23:52+02:00;2030-01-03T16:21:00+02:00;Concorde_Est Interdiction vehicules à moteur sauf bus, taxi, sécours;ROAD_CLOSED;ROAD_CLOSED_EVENT;Rivoli;48.8660550420156312 2.3250170913911492 48.8664143349377085 2.3238786009845360 48.8664313043376310 2.3234709497407819;ONE_DIRECTION
20241003T082352_373_1359;2024-10-03T08:23:52+02:00;2030-01-03T16:21:00+02:00;Concorde_Est Interdiction vehicules à moteur sauf bus, taxi, sécours;ROAD_CLOSED;ROAD_CLOSED_EVENT;St_Antoine;48.8546092004605015 2.3629157723686092 48.8551065589373579 2.3616887455298552;ONE_DIRECTION
20210915T124542_1905_959;2021-09-15T12:45:42+02:00;2030-09-15T17:00:00+02:00;"de Guy Moquet jusqu'à la place Clichy interdit au véhicules,sauf (le bus,taxi,vélo); date de fin indefini";ROAD_CLOSED;ROAD_CLOSED_EVENT;Av_de_Clichy;48.8866005595843021 2.3258829056671320 48.8857844212798653 2.3262525739455784;ONE_DIRECTION
20250527T213126_5205_3228;2025-05-27T21:31:26+02:00;2025-05-28T06:00:00+02:00;AI_Chatillon;ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;PI_Plaine;48.8266427801145255 2.2962931833101288 48.8273120165804002 2.2932959078261739 48.8280516132783760 2.2909347491675054;ONE_DIRECTION
